year,county,state,total_pop,vet_pop,vet_percentage,vet_percentage_delta_2019_2021
2018,Orocovis Municipio,Puerto Rico,null,null,NaN,
2018,Osage County,Oklahoma,36853,3089,8.38,
2018,Osceola County,Florida,277952,20184,7.26,
2018,Osceola County,Michigan,18103,1872,10.34,
2018,Oswego County,New York,93194,8743,9.38,
2018,Otero County,New Mexico,48990,9123,18.62,
2018,Otsego County,Michigan,19684,2039,10.36,
2018,Otsego County,New York,50491,4571,9.05,
2018,Ottawa County,Michigan,220859,12421,5.62,
2018,Ottawa County,Ohio,33407,3306,9.9,
2018,Ottawa County,Oklahoma,23597,2198,9.31,
2018,Otter Tail County,Minnesota,45855,4239,9.24,
2018,Ouachita County,Arkansas,18314,1547,8.45,
2018,Ouachita Parish,Louisiana,115168,9118,7.92,
2018,Outagamie County,Wisconsin,143238,8917,6.23,
2018,Overton County,Tennessee,16243,1212,7.46,
2018,Owen County,Indiana,16043,1417,8.83,
2018,Oxford County,Maine,46773,5480,11.72,
2018,Ozaukee County,Wisconsin,70186,3921,5.59,
2018,Pacific County,Washington,18463,2392,12.96,
2018,Page County,Virginia,19077,1801,9.44,
2018,Palm Beach County,Florida,1202158,79335,6.6,
2018,Palo Pinto County,Texas,21911,2294,10.47,
2018,Panola County,Mississippi,25715,1577,6.13,
2018,Panola County,Texas,16004,1479,9.24,
2018,Park County,Wyoming,24149,2000,8.28,
2018,Parker County,Texas,103980,9015,8.67,
2018,Pasco County,Florida,429920,49312,11.47,
2018,Pasquotank County,North Carolina,30138,3475,11.53,
2018,Passaic County,New Jersey,383066,11398,2.98,
2018,Paulding County,Georgia,120299,5750,4.78,
2018,Payette County,Idaho,16816,1398,8.31,
2018,Payne County,Oklahoma,65491,3680,5.62,
2018,Peach County,Georgia,20846,2124,10.19,
2018,Pearl River County,Mississippi,42534,3565,8.38,
2018,Pecos County,Texas,null,null,NaN,
2018,Pender County,North Carolina,48019,4518,9.41,
2018,Pennington County,South Dakota,85483,9754,11.41,
2018,Penobscot County,Maine,124249,11440,9.21,
2018,Peñuelas Municipio,Puerto Rico,15199,313,2.06,
2018,Peoria County,Illinois,137975,10307,7.47,
2018,Perry County,Illinois,17025,1324,7.78,
2018,Perry County,Kentucky,20461,1181,5.77,
2018,Perry County,Missouri,15801,991,6.27,
2018,Perry County,Ohio,27748,2747,9.9,
2018,Perry County,Pennsylvania,36245,2755,7.6,
2018,Person County,North Carolina,32032,2324,7.26,
2018,Petersburg city,Virginia,23995,2097,8.74,
2018,Pettis County,Missouri,32004,2176,6.8,
2018,Phelps County,Missouri,34934,3563,10.2,
2018,Philadelphia County,Pennsylvania,1239530,62275,5.02,
2018,Pickaway County,Ohio,45659,3841,8.41,
2018,Pickens County,Alabama,15337,1246,8.12,
2018,Pickens County,Georgia,25247,2983,11.82,
2018,Pickens County,South Carolina,101295,7403,7.31,
2018,Pierce County,Washington,666423,82757,12.42,
2018,Pierce County,Wisconsin,33994,2314,6.81,
2018,Pike County,Alabama,27010,1789,6.62,
2018,Pike County,Kentucky,46432,2169,4.67,
2018,Pike County,Mississippi,29320,1446,4.93,
2018,Pike County,Ohio,21915,2115,9.65,
2018,Pike County,Pennsylvania,46072,4303,9.34,
2018,Pima County,Arizona,816310,83829,10.27,
2018,Pinal County,Arizona,345878,37120,10.73,
2018,Pine County,Minnesota,23742,2220,9.35,
2018,Pinellas County,Florida,816324,82722,10.13,
2018,Pitt County,North Carolina,140880,11446,8.12,
2018,Pittsburg County,Oklahoma,34061,3296,9.68,
2018,Pittsylvania County,Virginia,49132,3516,7.16,
2018,Placer County,California,305594,25574,8.37,
2018,Plaquemines Parish,Louisiana,16418,2031,12.37,
2018,Platte County,Missouri,78355,6531,8.34,
2018,Platte County,Nebraska,24667,1481,6.0,
2018,Plymouth County,Iowa,18997,1377,7.25,
2018,Plymouth County,Massachusetts,407406,27712,6.8,
2018,Poinsett County,Arkansas,18245,938,5.14,
2018,Pointe Coupee Parish,Louisiana,17148,1079,6.29,
2018,Polk County,Arkansas,15771,2015,12.78,
2018,Polk County,Florida,550798,49187,8.93,
2018,Polk County,Georgia,31693,1177,3.71,
2018,Polk County,Iowa,365540,23454,6.42,
2018,Polk County,Minnesota,23813,1826,7.67,
2018,Polk County,Missouri,25097,2099,8.36,
2018,Polk County,North Carolina,17020,1526,8.97,
2018,Polk County,Oregon,65999,5732,8.68,
2018,Polk County,Texas,40005,5311,13.28,
2018,Polk County,Wisconsin,34484,3262,9.46,
2018,Ponce Municipio,Puerto Rico,107519,2588,2.41,
2018,Pontotoc County,Mississippi,23369,1916,8.2,
2018,Pontotoc County,Oklahoma,29281,2158,7.37,
2018,Pope County,Arkansas,49490,4710,9.52,
2018,Portage County,Ohio,133285,9038,6.78,
2018,Portage County,Wisconsin,56901,4060,7.14,
2018,Porter County,Indiana,132172,9940,7.52,
2018,Portsmouth city,Virginia,69275,8881,12.82,
2018,Posey County,Indiana,19933,939,4.71,
2018,Pottawatomie County,Kansas,16919,1593,9.42,
2018,Pottawatomie County,Oklahoma,55511,5950,10.72,
2018,Pottawattamie County,Iowa,71821,6690,9.31,
2018,Potter County,Texas,86767,6526,7.52,
2018,Powhatan County,Virginia,23634,2419,10.24,
2018,Preble County,Ohio,32122,2891,9.0,
2018,Prentiss County,Mississippi,18489,1131,6.12,
2018,Preston County,West Virginia,27364,2292,8.38,
2018,Prince Edward County,Virginia,18937,881,4.65,
2018,Prince George County,Virginia,24798,4624,18.65,
2018,Prince George's County,Maryland,705120,52923,7.51,
2018,Prince William County,Virginia,334069,42214,12.64,
2018,Providence County,Rhode Island,505985,24542,4.85,
2018,Pueblo County,Colorado,129899,14520,11.18,
2018,Pulaski County,Arkansas,300160,25757,8.58,
2018,Pulaski County,Kentucky,50250,4348,8.65,
2018,Pulaski County,Missouri,30681,6683,21.78,
2018,Pulaski County,Virginia,28044,3680,13.12,
2018,Putnam County,Florida,58406,6723,11.51,
2018,Putnam County,Georgia,17636,1096,6.21,
2018,Putnam County,Indiana,30734,2527,8.22,
2018,Putnam County,New York,79302,4804,6.06,
2018,Putnam County,Ohio,25229,1387,5.5,
2018,Putnam County,Tennessee,62684,5395,8.61,
2018,Putnam County,West Virginia,44016,3770,8.57,
2018,Quebradillas Municipio,Puerto Rico,null,null,NaN,
2018,Queen Anne's County,Maryland,39383,3284,8.34,
2018,Queens County,New York,1820013,35190,1.93,
2018,Racine County,Wisconsin,151234,11097,7.34,
2018,Raleigh County,West Virginia,58430,4101,7.02,
2018,Ramsey County,Minnesota,421977,22749,5.39,
2018,Randall County,Texas,103777,9134,8.8,
2018,Randolph County,Alabama,17317,1316,7.6,
2018,Randolph County,Illinois,25892,2289,8.84,
2018,Randolph County,Indiana,19186,1825,9.51,
2018,Randolph County,Missouri,19042,1758,9.23,
2018,Randolph County,North Carolina,111219,8870,7.98,
2018,Randolph County,West Virginia,23166,1594,6.88,
2018,Rankin County,Mississippi,117809,7143,6.06,
2018,Rapides Parish,Louisiana,97924,8192,8.37,
2018,Ravalli County,Montana,34475,3846,11.16,
2018,Ray County,Missouri,17490,1661,9.5,
2018,Reno County,Kansas,48341,3877,8.02,
2018,Rensselaer County,New York,128022,9909,7.74,
2018,Rhea County,Tennessee,25519,2649,10.38,
2018,Rice County,Minnesota,51578,3470,6.73,
2018,Richland County,Ohio,95111,8174,8.59,
2018,Richland County,South Carolina,315036,30568,9.7,
2018,Richland Parish,Louisiana,15636,734,4.69,
2018,Richmond County,Georgia,151256,17827,11.79,
2018,Richmond County,New York,371823,12880,3.46,
2018,Richmond County,North Carolina,34480,3144,9.12,
2018,Richmond city,Virginia,188455,10544,5.59,
2018,Riley County,Kansas,55967,4970,8.88,
2018,Rio Arriba County,New Mexico,29883,2574,8.61,
2018,Río Grande Municipio,Puerto Rico,39173,888,2.27,
2018,Ripley County,Indiana,21887,1523,6.96,
2018,Riverside County,California,1829928,113660,6.21,
2018,Roane County,Tennessee,43159,4617,10.7,
2018,Roanoke County,Virginia,75223,6609,8.79,
2018,Roanoke city,Virginia,77512,7661,9.88,
2018,Robertson County,Tennessee,53994,3710,6.87,
2018,Robeson County,North Carolina,98935,5309,5.37,
2018,Rock County,Wisconsin,125600,10311,8.21,
2018,Rock Island County,Illinois,111432,9711,8.71,
2018,Rockbridge County,Virginia,18703,1253,6.7,
2018,Rockdale County,Georgia,68162,7162,10.51,
2018,Rockingham County,New Hampshire,248149,19105,7.7,
2018,Rockingham County,North Carolina,72221,5336,7.39,
2018,Rockingham County,Virginia,63454,4109,6.48,
2018,Rockland County,New York,233899,8878,3.8,
2018,Rockwall County,Texas,73295,6395,8.73,
2018,Rogers County,Oklahoma,70473,7007,9.94,
2018,Roscommon County,Michigan,20148,2925,14.52,
2018,Ross County,Ohio,60726,5596,9.22,
2018,Routt County,Colorado,20852,919,4.41,
2018,Rowan County,Kentucky,20118,1138,5.66,
2018,Rowan County,North Carolina,109762,9247,8.42,
2018,Rusk County,Texas,42236,2703,6.4,
2018,Russell County,Alabama,42428,5922,13.96,
2018,Russell County,Virginia,22189,612,2.76,
2018,Rutherford County,North Carolina,53044,4475,8.44,
2018,Rutherford County,Tennessee,244404,18934,7.75,
2018,Rutland County,Vermont,48060,3567,7.42,
2018,Sabana Grande Municipio,Puerto Rico,17124,656,3.83,
2018,Sabine Parish,Louisiana,18364,1536,8.36,
2018,Sacramento County,California,1175620,79904,6.8,
2018,Sagadahoc County,Maine,28782,3328,11.56,
2018,Saginaw County,Michigan,149882,12789,8.53,
2018,Salem County,New Jersey,48968,3247,6.63,
2018,Salem city,Virginia,21166,1923,9.09,
2018,Salinas Municipio,Puerto Rico,null,null,NaN,
2018,Saline County,Arkansas,93169,8923,9.58,
2018,Saline County,Illinois,18410,1411,7.66,
2018,Saline County,Kansas,41569,4201,10.11,
2018,Saline County,Missouri,18040,1085,6.01,
2018,Salt Lake County,Utah,839523,39156,4.66,
2018,Saluda County,South Carolina,16998,1265,7.44,
2018,Sampson County,North Carolina,48245,3321,6.88,
2018,San Benito County,California,45634,2895,6.34,
2018,San Bernardino County,California,1588557,90309,5.68,
2018,San Diego County,California,2542722,208327,8.19,
2018,San Francisco County,California,764305,24580,3.22,
2018,San Germán Municipio,Puerto Rico,24958,624,2.5,
2018,San Jacinto County,Texas,22488,2622,11.66,
2018,San Joaquin County,California,548072,31213,5.7,
2018,San Juan County,New Mexico,92105,7518,8.16,
2018,San Juan Municipio,Puerto Rico,264948,8681,3.28,
2018,San Lorenzo Municipio,Puerto Rico,29281,685,2.34,
2018,San Luis Obispo County,California,232781,17608,7.56,
2018,San Mateo County,California,610956,25190,4.12,
2018,San Miguel County,New Mexico,22213,2136,9.62,
2018,San Patricio County,Texas,48991,4054,8.27,
2018,San Sebastián Municipio,Puerto Rico,null,null,NaN,
2018,Sandoval County,New Mexico,111106,10363,9.33,
2018,Sandusky County,Ohio,45649,3855,8.44,
2018,Sangamon County,Illinois,151987,12602,8.29,
2018,Sanilac County,Michigan,32555,2449,7.52,
2018,Sanpete County,Utah,23001,972,4.23,
2018,Santa Barbara County,California,345362,19857,5.75,
2018,Santa Clara County,California,1513216,48781,3.22,
2018,Santa Cruz County,Arizona,34073,1531,4.49,
2018,Santa Cruz County,California,221442,10719,4.84,
2018,Santa Fe County,New Mexico,123155,10275,8.34,
2018,Santa Isabel Municipio,Puerto Rico,null,null,NaN,
2018,Santa Rosa County,Florida,137482,25863,18.81,
2018,Sarasota County,Florida,366144,43769,11.95,
2018,Saratoga County,New York,182352,15294,8.39,
2018,Sarpy County,Nebraska,130196,19222,14.76,
2018,Sauk County,Wisconsin,49477,4855,9.81,
2018,Saunders County,Nebraska,16077,1589,9.88,
2018,Schenectady County,New York,121748,8559,7.03,
2018,Schoharie County,New York,25770,2010,7.8,
2018,Schuylkill County,Pennsylvania,113812,10308,9.06,
2018,Scioto County,Ohio,58999,3948,6.69,
2018,Scotland County,North Carolina,26927,1934,7.18,
2018,Scott County,Indiana,19351,1737,8.98,
2018,Scott County,Iowa,131961,11304,8.57,
2018,Scott County,Kentucky,42191,2757,6.53,
2018,Scott County,Minnesota,107174,5574,5.2,
2018,Scott County,Mississippi,19631,1139,5.8,
2018,Scott County,Missouri,29204,2243,7.68,
2018,Scott County,Tennessee,18122,1620,8.94,
2018,Scott County,Virginia,16531,1100,6.65,
2018,Scotts Bluff County,Nebraska,26966,1586,5.88,
2018,Sebastian County,Arkansas,97179,7575,7.79,
2018,Sedgwick County,Kansas,379743,32075,8.45,
2018,Seminole County,Florida,368991,30534,8.27,
2018,Seminole County,Oklahoma,18485,1896,10.26,
2018,Seneca County,New York,27534,2429,8.82,
2018,Seneca County,Ohio,42930,3449,8.03,
2018,Sequoyah County,Oklahoma,31647,3391,10.72,
2018,Sevier County,Tennessee,77718,6641,8.54,
2018,Sevier County,Utah,15224,1072,7.04,
2018,Seward County,Kansas,null,null,NaN,
2018,Shasta County,California,141456,13218,9.34,
2018,Shawano County,Wisconsin,32438,3026,9.33,
2018,Shawnee County,Kansas,135220,13336,9.86,
2018,Sheboygan County,Wisconsin,90274,7993,8.85,
2018,Shelby County,Alabama,166889,14568,8.73,
2018,Shelby County,Illinois,17126,1494,8.72,
2018,Shelby County,Indiana,34668,3044,8.78,
2018,Shelby County,Kentucky,37171,2547,6.85,
2018,Shelby County,Ohio,37092,2478,6.68,
2018,Shelby County,Tennessee,701510,48916,6.97,
2018,Shelby County,Texas,18561,795,4.28,
2018,Shenandoah County,Virginia,34553,2923,8.46,
2018,Sherburne County,Minnesota,70864,4881,6.89,
2018,Sheridan County,Wyoming,25562,2712,10.61,
2018,Shiawassee County,Michigan,53626,4370,8.15,
2018,Silver Bow County,Montana,28057,2865,10.21,
2018,Simpson County,Mississippi,20436,1429,6.99,
2018,Sioux County,Iowa,25323,1308,5.17,
2018,Siskiyou County,California,35066,3381,9.64,
2018,Skagit County,Washington,99427,10893,10.96,
2018,Smith County,Tennessee,15928,1507,9.46,
2018,Smith County,Texas,173361,11038,6.37,
2018,Smyth County,Virginia,24747,1938,7.83,
2018,Snohomish County,Washington,627518,51208,8.16,
2018,Snyder County,Pennsylvania,32266,1895,5.87,
2018,Solano County,California,344294,30519,8.86,
2018,Somerset County,Maine,40978,4230,10.32,
2018,Somerset County,Maryland,22145,1890,8.53,
2018,Somerset County,New Jersey,258552,9096,3.52,
2018,Somerset County,Pennsylvania,60848,5125,8.42,
2018,Sonoma County,California,401009,24429,6.09,
2018,Spalding County,Georgia,50156,3879,7.73,
2018,Spartanburg County,South Carolina,241384,19367,8.02,
2018,Spencer County,Indiana,15683,1698,10.83,
2018,Spokane County,Washington,397467,43570,10.96,
2018,Spotsylvania County,Virginia,100800,13549,13.44,
2018,St. Bernard Parish,Louisiana,34332,1267,3.69,
2018,St. Charles County,Missouri,306418,22676,7.4,
2018,St. Charles Parish,Louisiana,40066,2216,5.53,
2018,St. Clair County,Alabama,68253,7540,11.05,
2018,St. Clair County,Illinois,196894,24428,12.41,
2018,St. Clair County,Michigan,126179,12083,9.58,
2018,St. Croix County,Wisconsin,67181,4137,6.16,
2018,St. Francis County,Arkansas,20043,1169,5.83,
2018,St. Francois County,Missouri,52576,3988,7.59,
2018,St. James Parish,Louisiana,15792,786,4.98,
2018,St. John the Baptist Parish,Louisiana,32561,2017,6.19,
2018,St. Johns County,Florida,198607,21447,10.8,
2018,St. Joseph County,Indiana,206465,12458,6.03,
2018,St. Joseph County,Michigan,46311,3386,7.31,
2018,St. Landry Parish,Louisiana,60504,2933,4.85,
2018,St. Lawrence County,New York,86447,7691,8.9,
2018,St. Louis County,Minnesota,161097,14132,8.77,
2018,St. Louis County,Missouri,776838,52318,6.73,
2018,St. Louis city,Missouri,244951,15652,6.39,
2018,St. Lucie County,Florida,257842,23914,9.27,
2018,St. Martin Parish,Louisiana,40737,2568,6.3,
2018,St. Mary Parish,Louisiana,37574,2359,6.28,
2018,St. Mary's County,Maryland,83582,11472,13.73,
2018,St. Tammany Parish,Louisiana,195003,16352,8.39,
2018,Stafford County,Virginia,106402,19756,18.57,
2018,Stanislaus County,California,400947,20983,5.23,
2018,Stanly County,North Carolina,48707,2845,5.84,
2018,Stark County,North Dakota,23497,1651,7.03,
2018,Stark County,Ohio,291832,25431,8.71,
2018,Starke County,Indiana,17562,1709,9.73,
2018,Starr County,Texas,42371,761,1.8,
2018,Staunton city,Virginia,19214,1246,6.48,
2018,Stearns County,Minnesota,122471,8758,7.15,
2018,Steele County,Minnesota,27639,1683,6.09,
2018,Stephens County,Georgia,21588,3220,14.92,
2018,Stephens County,Oklahoma,33243,2630,7.91,
2018,Stephenson County,Illinois,35337,2397,6.78,
2018,Steuben County,Indiana,27618,2228,8.07,
2018,Steuben County,New York,75407,6813,9.03,
2018,Stevens County,Washington,35704,4349,12.18,
2018,Stoddard County,Missouri,22421,1994,8.89,
2018,Stokes County,North Carolina,36696,4253,11.59,
2018,Stone County,Missouri,26738,2967,11.1,
2018,Story County,Iowa,81738,3296,4.03,
2018,Strafford County,New Hampshire,105869,9491,8.96,
2018,Stutsman County,North Dakota,16727,1193,7.13,
2018,Suffolk County,Massachusetts,673047,19632,2.92,
2018,Suffolk County,New York,1167063,55229,4.73,
2018,Suffolk city,Virginia,67489,11586,17.17,
2018,Sullivan County,New Hampshire,35463,3503,9.88,
2018,Sullivan County,New York,59496,4025,6.77,
2018,Sullivan County,Tennessee,126880,12515,9.86,
2018,Summit County,Colorado,26275,1462,5.56,
2018,Summit County,Ohio,428369,32938,7.69,
2018,Summit County,Utah,31434,1320,4.2,
2018,Sumner County,Kansas,17527,1638,9.35,
2018,Sumner County,Tennessee,143233,11346,7.92,
2018,Sumter County,Florida,119497,18703,15.65,
2018,Sumter County,Georgia,22997,1593,6.93,
2018,Sumter County,South Carolina,79013,11682,14.78,
2018,Sunflower County,Mississippi,20041,1016,5.07,
2018,Surry County,North Carolina,56752,3693,6.51,
2018,Susquehanna County,Pennsylvania,33078,3394,10.26,
2018,Sussex County,Delaware,186841,18703,10.01,
2018,Sussex County,New Jersey,112780,7454,6.61,
2018,Sutter County,California,71338,5523,7.74,
2018,Suwannee County,Florida,35561,4049,11.39,
2018,Sweetwater County,Wyoming,31660,3009,9.5,
2018,Talbot County,Maryland,30253,2705,8.94,
2018,Talladega County,Alabama,62902,4926,7.83,
2018,Tallapoosa County,Alabama,32128,2855,8.89,
2018,Taney County,Missouri,43446,4679,10.77,
2018,Tangipahoa Parish,Louisiana,100906,7956,7.88,
2018,Taos County,New Mexico,27057,3220,11.9,
2018,Tarrant County,Texas,1533828,117889,7.69,
2018,Tate County,Mississippi,22211,906,4.08,
2018,Tattnall County,Georgia,22272,1792,8.05,
2018,Taylor County,Florida,18655,1261,6.76,
2018,Taylor County,Kentucky,19915,1306,6.56,
2018,Taylor County,Texas,99470,10635,10.69,
2018,Taylor County,Wisconsin,15876,1142,7.19,
2018,Tazewell County,Illinois,102486,7934,7.74,
2018,Tazewell County,Virginia,32954,2206,6.69,
2018,Tehama County,California,49173,4969,10.11,
2018,Teller County,Colorado,21005,2809,13.37,
2018,Terrebonne Parish,Louisiana,82580,5694,6.9,
2018,Teton County,Wyoming,null,null,NaN,
2018,Texas County,Missouri,20120,3255,16.18,
2018,Texas County,Oklahoma,14620,362,2.48,
2018,Thomas County,Georgia,33914,2221,6.55,
2018,Thurston County,Washington,221601,27831,12.56,
2018,Tift County,Georgia,30497,1245,4.08,
2018,Tillamook County,Oregon,21817,2305,10.57,
2018,Tioga County,New York,38538,3465,8.99,
2018,Tioga County,Pennsylvania,32488,3470,10.68,
2018,Tippah County,Mississippi,17528,1279,7.3,
2018,Tippecanoe County,Indiana,152741,7183,4.7,
2018,Tipton County,Tennessee,46176,6264,13.57,
2018,Titus County,Texas,23455,2212,9.43,
2018,Toa Alta Municipio,Puerto Rico,57013,1095,1.92,
2018,Toa Baja Municipio,Puerto Rico,60503,2235,3.69,
2018,Todd County,Minnesota,18742,2127,11.35,
2018,Tolland County,Connecticut,124462,8729,7.01,
2018,Tom Green County,Texas,86380,8865,10.26,
2018,Tompkins County,New York,87326,3874,4.44,
2018,Tooele County,Utah,46951,4952,10.55,
2018,Toombs County,Georgia,19607,1832,9.34,
2018,Transylvania County,North Carolina,29114,2827,9.71,
2018,Travis County,Texas,977544,51982,5.32,
2018,Trempealeau County,Wisconsin,22063,1721,7.8,
2018,Troup County,Georgia,52872,2961,5.6,
2018,Trujillo Alto Municipio,Puerto Rico,51793,1472,2.84,
2018,Trumbull County,Ohio,157950,12812,8.11,
2018,Tulare County,California,322285,14848,4.61,
2018,Tulsa County,Oklahoma,483981,36285,7.5,
2018,Tuolumne County,California,45463,6614,14.55,
2018,Tuscaloosa County,Alabama,164687,9844,5.98,
2018,Tuscarawas County,Ohio,71117,5605,7.88,
2018,Tuscola County,Michigan,41999,3420,8.14,
2018,Twin Falls County,Idaho,62545,5925,9.47,
2018,Tyler County,Texas,17786,1166,6.56,
2018,Uinta County,Wyoming,15710,815,5.19,
2018,Uintah County,Utah,23684,1520,6.42,
2018,Ulster County,New York,147250,7327,4.98,
2018,Umatilla County,Oregon,57580,5208,9.04,
2018,Union County,Arkansas,29709,1667,5.61,
2018,Union County,Georgia,19861,3356,16.9,
2018,Union County,Mississippi,21224,557,2.62,
2018,Union County,New Jersey,427134,14414,3.37,
2018,Union County,North Carolina,172267,12389,7.19,
2018,Union County,Ohio,43523,2523,5.8,
2018,Union County,Oregon,20481,1660,8.11,
2018,Union County,Pennsylvania,36568,2895,7.92,
2018,Union County,South Carolina,21463,1984,9.24,
2018,Union Parish,Louisiana,18611,1753,9.42,
2018,Upshur County,Texas,31443,2648,8.42,
2018,Upshur County,West Virginia,19019,1491,7.84,
2018,Upson County,Georgia,19867,1708,8.6,
2018,Utah County,Utah,413882,13923,3.36,
2018,Utuado Municipio,Puerto Rico,24551,418,1.7,
2018,Uvalde County,Texas,20063,1013,5.05,
2018,Val Verde County,Texas,33666,2058,6.11,
2018,Valencia County,New Mexico,58407,6435,11.02,
2018,Van Buren County,Michigan,58077,4214,7.26,
2018,Van Wert County,Ohio,21782,1714,7.87,
2018,Van Zandt County,Texas,43057,3429,7.96,
2018,Vance County,North Carolina,34062,2736,8.03,
2018,Vanderburgh County,Indiana,141779,11866,8.37,
2018,Vega Alta Municipio,Puerto Rico,29087,1231,4.23,
2018,Vega Baja Municipio,Puerto Rico,40713,1143,2.81,
2018,Venango County,Pennsylvania,41213,3240,7.86,
2018,Ventura County,California,652673,39961,6.12,
2018,Vermilion County,Illinois,58646,4898,8.35,
2018,Vermilion Parish,Louisiana,44601,4131,9.26,
2018,Vernon County,Missouri,15637,1303,8.33,
2018,Vernon County,Wisconsin,22805,1807,7.92,
2018,Vernon Parish,Louisiana,30117,5573,18.5,
2018,Victoria County,Texas,68341,5389,7.89,
2018,Vigo County,Indiana,85594,6473,7.56,
2018,Vilas County,Wisconsin,18472,1851,10.02,
2018,Villalba Municipio,Puerto Rico,null,null,NaN,
2018,Virginia Beach city,Virginia,328196,56539,17.23,
2018,Volusia County,Florida,451138,49289,10.93,
2018,Wabash County,Indiana,24749,1754,7.09,
2018,Wabasha County,Minnesota,16943,1536,9.07,
2018,Wagoner County,Oklahoma,60391,6258,10.36,
2018,Wake County,North Carolina,830331,50305,6.06,
2018,Wakulla County,Florida,26902,2638,9.81,
2018,Waldo County,Maine,32164,3192,9.92,
2018,Walker County,Alabama,49735,3524,7.09,
2018,Walker County,Georgia,54355,4465,8.21,
2018,Walker County,Texas,61518,4047,6.58,
2018,Walla Walla County,Washington,48108,3666,7.62,
2018,Waller County,Texas,40225,1643,4.08,
2018,Walton County,Florida,56778,7431,13.09,
2018,Walton County,Georgia,70098,4834,6.9,
2018,Walworth County,Wisconsin,82443,4727,5.73,
2018,Wapello County,Iowa,27274,1588,5.82,
2018,Ward County,North Dakota,47228,6050,12.81,
2018,Ware County,Georgia,27116,1602,5.91,
2018,Warren County,Iowa,38350,2528,6.59,
2018,Warren County,Kentucky,101050,7057,6.98,
2018,Warren County,Mississippi,34925,2408,6.89,
2018,Warren County,Missouri,26457,3101,11.72,
2018,Warren County,New Jersey,84994,5655,6.65,
2018,Warren County,New York,52619,3956,7.52,
2018,Warren County,North Carolina,15139,1330,8.79,
2018,Warren County,Ohio,175387,13086,7.46,
2018,Warren County,Pennsylvania,31690,3679,11.61,
2018,Warren County,Tennessee,31179,1666,5.34,
2018,Warren County,Virginia,31145,3137,10.07,
2018,Warrick County,Indiana,47745,4110,8.61,
2018,Wasatch County,Utah,22340,1047,4.69,
2018,Wasco County,Oregon,20635,2231,10.81,
2018,Washington County,Arkansas,179916,12305,6.84,
2018,Washington County,Florida,19897,1984,9.97,
2018,Washington County,Georgia,15913,999,6.28,
2018,Washington County,Indiana,21767,1805,8.29,
2018,Washington County,Iowa,16463,1819,11.05,
2018,Washington County,Maine,25461,3074,12.07,
2018,Washington County,Maryland,117943,8916,7.56,
2018,Washington County,Minnesota,195442,13282,6.8,
2018,Washington County,Mississippi,33439,1247,3.73,
2018,Washington County,Missouri,19111,1464,7.66,
2018,Washington County,Nebraska,15910,1469,9.23,
2018,Washington County,New York,49689,3977,8.0,
2018,Washington County,Ohio,48259,3695,7.66,
2018,Washington County,Oklahoma,39517,3746,9.48,
2018,Washington County,Oregon,460951,32473,7.04,
2018,Washington County,Pennsylvania,166954,14980,8.97,
2018,Washington County,Rhode Island,105073,8255,7.86,
2018,Washington County,Tennessee,104552,10939,10.46,
2018,Washington County,Texas,30195,2479,8.21,
2018,Washington County,Utah,126834,10611,8.37,
2018,Washington County,Vermont,47360,2615,5.52,
2018,Washington County,Virginia,44438,4016,9.04,
2018,Washington County,Wisconsin,105864,7673,7.25,
2018,Washington Parish,Louisiana,35349,3182,9.0,
2018,Washoe County,Nevada,364002,32997,9.07,
2018,Washtenaw County,Michigan,301990,13394,4.44,
2018,Watauga County,North Carolina,48838,3569,7.31,
2018,Waukesha County,Wisconsin,316221,20516,6.49,
2018,Waupaca County,Wisconsin,41030,4368,10.65,
2018,Waushara County,Wisconsin,19748,2054,10.4,
2018,Wayne County,Georgia,22493,2230,9.91,
2018,Wayne County,Indiana,51461,4808,9.34,
2018,Wayne County,Kentucky,16457,1190,7.23,
2018,Wayne County,Michigan,1339447,75817,5.66,
2018,Wayne County,Mississippi,null,null,NaN,
2018,Wayne County,New York,70652,7407,10.48,
2018,Wayne County,North Carolina,91860,12224,13.31,
2018,Wayne County,Ohio,87875,5526,6.29,
2018,Wayne County,Pennsylvania,42609,4163,9.77,
2018,Wayne County,West Virginia,31680,1597,5.04,
2018,Waynesboro city,Virginia,17923,1762,9.83,
2018,Weakley County,Tennessee,27091,2422,8.94,
2018,Webb County,Texas,185251,3235,1.75,
2018,Weber County,Utah,183577,14769,8.05,
2018,Webster County,Iowa,28316,2505,8.85,
2018,Webster County,Missouri,28486,3540,12.43,
2018,Webster Parish,Louisiana,29932,2456,8.21,
2018,Weld County,Colorado,231613,17267,7.46,
2018,Wells County,Indiana,21245,1469,6.91,
2018,West Baton Rouge Parish,Louisiana,20517,1750,8.53,
2018,Westchester County,New York,755669,28223,3.73,
2018,Westmoreland County,Pennsylvania,286492,25036,8.74,
2018,Wexford County,Michigan,25694,2278,8.87,
2018,Wharton County,Texas,30869,2056,6.66,
2018,Whatcom County,Washington,181417,15114,8.33,
2018,White County,Arkansas,60432,3345,5.54,
2018,White County,Georgia,23746,2424,10.21,
2018,White County,Indiana,18447,1671,9.06,
2018,White County,Tennessee,20740,2791,13.46,
2018,Whiteside County,Illinois,43350,3556,8.2,
2018,Whitfield County,Georgia,76675,3391,4.42,
2018,Whitley County,Indiana,26075,2019,7.74,
2018,Whitley County,Kentucky,27091,1645,6.07,
2018,Whitman County,Washington,42928,2288,5.33,
